x,y,species cloglog values
2013.0,2013.0,0.7836581
2014.0,2014.0,0.10665131
2015.0,2015.0,0.99597913
2016.0,2016.0,0.5036246
2017.0,2017.0,0.37176377
2018.0,2018.0,0.85418427
2019.0,2019.0,0.2920027
2020.0,2020.0,0.4044782
2021.0,2021.0,0.13078603
2022.0,2022.0,0.8004727
2023.0,2023.0,0.45726997
2024.0,2024.0,0.7746479
2025.0,2025.0,0.96045864
2026.0,2026.0,0.078938104
2027.0,2027.0,0.23512343
2028.0,2028.0,0.16720691
2029.0,2029.0,0.98581713
2030.0,2030.0,0.21926928
2031.0,2031.0,0.2218261
2032.0,2032.0,0.50034755
2033.0,2033.0,0.27575827
2034.0,2034.0,0.04179838
2035.0,2035.0,0.46121588
2036.0,2036.0,0.3048251
2037.0,2037.0,0.22522216
2038.0,2038.0,0.03531365
2039.0,2039.0,0.76743317
2040.0,2040.0,0.2270348
2041.0,2041.0,0.6710353
2042.0,2042.0,0.23042358
2043.0,2043.0,0.06558101
2044.0,2044.0,0.6085756
2045.0,2045.0,0.9386354
2046.0,2046.0,0.49903563
2047.0,2047.0,0.78033715
2048.0,2048.0,0.17397569
2049.0,2049.0,0.49165007
2050.0,2050.0,0.7084276
2051.0,2051.0,0.9389817
2052.0,2052.0,0.110591866
2053.0,2053.0,0.49230185
2054.0,2054.0,0.7234136
2055.0,2055.0,0.3412369
2056.0,2056.0,0.26395035
2057.0,2057.0,0.4154096
2058.0,2058.0,0.028855491
2059.0,2059.0,0.1552918
2060.0,2060.0,0.22162983
2061.0,2061.0,0.046019565
2062.0,2062.0,0.82825625
2063.0,2063.0,0.32174012
2064.0,2064.0,0.38523763
2065.0,2065.0,0.7315682
2066.0,2066.0,0.3403947
2067.0,2067.0,0.6334368
2068.0,2068.0,0.088378295
2069.0,2069.0,0.49204603
2070.0,2070.0,0.046279505
2071.0,2071.0,0.11826943
2072.0,2072.0,0.36984074
2073.0,2073.0,0.7147677
2074.0,2074.0,0.8250442
2075.0,2075.0,0.97415584
2076.0,2076.0,0.5739569
2077.0,2077.0,0.13949768
2078.0,2078.0,0.012237309
2079.0,2079.0,0.8740435
2080.0,2080.0,0.31816077
2081.0,2081.0,0.1130137
2082.0,2082.0,0.14583036
2083.0,2083.0,0.45605588
2084.0,2084.0,0.43616614
2085.0,2085.0,0.09183656
2086.0,2086.0,0.009106276
2087.0,2087.0,0.27079767
2088.0,2088.0,0.17730635
2089.0,2089.0,0.53664285
2090.0,2090.0,0.1149282
2091.0,2091.0,0.0043894206
2092.0,2092.0,0.26769036
2093.0,2093.0,0.42754892
2094.0,2094.0,0.1278899
2095.0,2095.0,0.83872306
2096.0,2096.0,0.49883956
2097.0,2097.0,0.6698988
2098.0,2098.0,0.5717595
2099.0,2099.0,0.62799454
2100.0,2100.0,0.13459587
2101.0,2101.0,0.43967226
2102.0,2102.0,0.037007116
2103.0,2103.0,0.18743955
2104.0,2104.0,0.13329674
2105.0,2105.0,0.23990953
2106.0,2106.0,0.5449277
2107.0,2107.0,0.15781285
2108.0,2108.0,0.10472158
2109.0,2109.0,0.24525537
2110.0,2110.0,0.71653074
2111.0,2111.0,0.009295168
2112.0,2112.0,0.45014286
2113.0,2113.0,0.257539
2114.0,2114.0,0.15930621
2115.0,2115.0,0.46478084
2116.0,2116.0,0.51423013
2117.0,2117.0,0.6670586
2118.0,2118.0,0.14201742
2119.0,2119.0,0.25524727
2120.0,2120.0,0.22945724
2121.0,2121.0,0.52429885
2122.0,2122.0,0.4317531
2123.0,2123.0,0.5637537
2124.0,2124.0,0.08325075
2125.0,2125.0,0.2421516
2126.0,2126.0,0.8111634
2127.0,2127.0,0.059148055
2128.0,2128.0,0.14683115
2129.0,2129.0,0.7143357
2130.0,2130.0,0.7227878
2131.0,2131.0,0.776259
2132.0,2132.0,0.6394109
2133.0,2133.0,0.87915874
2134.0,2134.0,0.37926057
2135.0,2135.0,0.06515953
2136.0,2136.0,0.60989434
2137.0,2137.0,0.37553123
2138.0,2138.0,0.14509487
2139.0,2139.0,0.11607526
2140.0,2140.0,0.5673552
2141.0,2141.0,0.02061171
2142.0,2142.0,0.51623297
2143.0,2143.0,0.23725656
2144.0,2144.0,0.68569225
2145.0,2145.0,0.053671885
2146.0,2146.0,0.7679225
2147.0,2147.0,0.8380723
2148.0,2148.0,0.5021529
2149.0,2149.0,0.20379345
2150.0,2150.0,0.86738473
2151.0,2151.0,0.0018071716
2152.0,2152.0,0.01947984
2153.0,2153.0,0.7951261
2154.0,2154.0,0.75381434
2155.0,2155.0,0.12067437
2156.0,2156.0,0.27488422
2157.0,2157.0,0.18204159
2158.0,2158.0,0.092600994
2159.0,2159.0,0.06271553
2160.0,2160.0,0.7653312
2161.0,2161.0,0.7473924
2162.0,2162.0,0.12572886
2163.0,2163.0,0.07601014
2164.0,2164.0,0.07502421
2165.0,2165.0,0.56998867
2166.0,2166.0,0.18075578
2167.0,2167.0,0.02407535
2168.0,2168.0,0.6158158
2169.0,2169.0,0.4273067
2170.0,2170.0,0.788253
2171.0,2171.0,0.23032601
2172.0,2172.0,0.42407894
2173.0,2173.0,0.85296506
2174.0,2174.0,0.5639514
2175.0,2175.0,0.4934525
2176.0,2176.0,0.23977265
2177.0,2177.0,0.5759144
2178.0,2178.0,0.56964386
2179.0,2179.0,0.6887183
2180.0,2180.0,0.78546786
2181.0,2181.0,0.89366466
2182.0,2182.0,0.33206648
2183.0,2183.0,0.03842436
2184.0,2184.0,0.049706668
2185.0,2185.0,0.6144135
2186.0,2186.0,0.8000821
2187.0,2187.0,0.62060666
2188.0,2188.0,0.22017995
2189.0,2189.0,0.27546218
2190.0,2190.0,0.8353249
2191.0,2191.0,0.45011887
2192.0,2192.0,0.663348
2193.0,2193.0,0.69275653
2194.0,2194.0,0.27531692
2195.0,2195.0,0.030126771
2196.0,2196.0,0.53991497
2197.0,2197.0,0.30832776
2198.0,2198.0,0.6667193
2199.0,2199.0,0.02561019
2200.0,2200.0,0.0051676766
2201.0,2201.0,0.042280935
2202.0,2202.0,0.5962394
2203.0,2203.0,0.84219867
2204.0,2204.0,0.7148649
2205.0,2205.0,0.6529409
2206.0,2206.0,0.095450625
2207.0,2207.0,0.8195396
2208.0,2208.0,0.36808425
2209.0,2209.0,0.034612868
2210.0,2210.0,0.02845231
2211.0,2211.0,0.034145873
2212.0,2212.0,0.097239584
2213.0,2213.0,0.5432052
2214.0,2214.0,0.107663244
2215.0,2215.0,0.5673149
2216.0,2216.0,0.6643307
2217.0,2217.0,0.022321098
2218.0,2218.0,0.09794703
2219.0,2219.0,0.8426986
2220.0,2220.0,0.21061811
2221.0,2221.0,0.036588896
2222.0,2222.0,0.76407146
2223.0,2223.0,0.23906071
2224.0,2224.0,0.28366047
2225.0,2225.0,0.1846842
2226.0,2226.0,0.3090142
2227.0,2227.0,0.18746799
2228.0,2228.0,0.6441926
2229.0,2229.0,0.98933566
2230.0,2230.0,0.09437375
2231.0,2231.0,0.03521216
2232.0,2232.0,0.8592772
2233.0,2233.0,0.023127971
2234.0,2234.0,0.86024797
2235.0,2235.0,0.67393273
2236.0,2236.0,0.30101618
2237.0,2237.0,0.028112732
2238.0,2238.0,0.50686103
2239.0,2239.0,0.7296326
2240.0,2240.0,0.35528213
2241.0,2241.0,0.5608877
2242.0,2242.0,0.0903088
2243.0,2243.0,0.16551274
2244.0,2244.0,0.050876077
2245.0,2245.0,0.90733653
2246.0,2246.0,0.57093555
2247.0,2247.0,0.66089845
2248.0,2248.0,0.561722
2249.0,2249.0,0.10968597
2250.0,2250.0,0.009136482
2251.0,2251.0,0.6402638
2252.0,2252.0,0.3740712
2253.0,2253.0,0.42343
2254.0,2254.0,0.7742313
2255.0,2255.0,0.5882293
2256.0,2256.0,0.20383291
2257.0,2257.0,0.07950126
2258.0,2258.0,0.6091162
2259.0,2259.0,0.46609744
2260.0,2260.0,0.13642973
2261.0,2261.0,0.04452338
2262.0,2262.0,0.44410455
2263.0,2263.0,0.038930327
2264.0,2264.0,0.31550622
2265.0,2265.0,0.09743373
2266.0,2266.0,0.13132215
2267.0,2267.0,0.039950598
2268.0,2268.0,0.15212786
2269.0,2269.0,0.5993175
2270.0,2270.0,0.011456463
2271.0,2271.0,0.4750764
2272.0,2272.0,0.15575427
2273.0,2273.0,0.9084148
2274.0,2274.0,0.05090207
2275.0,2275.0,0.68963057
2276.0,2276.0,0.46358833
2277.0,2277.0,0.24573183
2278.0,2278.0,0.27388367
2279.0,2279.0,0.5591563
2280.0,2280.0,0.6143825
2281.0,2281.0,0.08158341
2282.0,2282.0,0.36290848
2283.0,2283.0,0.32355404
2284.0,2284.0,0.39042094
2285.0,2285.0,0.3338697
2286.0,2286.0,0.5330283
2287.0,2287.0,0.46320447
2288.0,2288.0,0.1503708
2289.0,2289.0,0.18667132
2290.0,2290.0,0.68658274
2291.0,2291.0,0.08800971
2292.0,2292.0,0.2483688
2293.0,2293.0,0.042616874
2294.0,2294.0,0.24235502
2295.0,2295.0,0.014867133
2296.0,2296.0,0.46711558
2297.0,2297.0,0.61363095
2298.0,2298.0,0.11053054
2299.0,2299.0,0.64274067
2300.0,2300.0,0.23943476
2301.0,2301.0,0.55660224
2302.0,2302.0,0.01542412
2303.0,2303.0,0.5914999
2304.0,2304.0,0.7779329
2305.0,2305.0,0.40856358
2306.0,2306.0,0.016815657
2307.0,2307.0,0.95744556
2308.0,2308.0,0.1205354
2309.0,2309.0,0.68652856
2310.0,2310.0,0.10318231
2311.0,2311.0,0.4677561
2312.0,2312.0,0.5016791
2313.0,2313.0,0.57372624
2314.0,2314.0,0.0531183
2315.0,2315.0,0.15448773
2316.0,2316.0,0.1976652
2317.0,2317.0,0.6700769
2318.0,2318.0,0.06625633
2319.0,2319.0,0.013811449
2320.0,2320.0,0.025433673
2321.0,2321.0,0.054793183
2322.0,2322.0,0.3275097
2323.0,2323.0,0.21590891
2324.0,2324.0,0.16374642
2325.0,2325.0,0.20082057
2326.0,2326.0,0.34397647
2327.0,2327.0,0.64745766
2328.0,2328.0,0.4487835
2329.0,2329.0,0.6663185
2330.0,2330.0,0.09118195
2331.0,2331.0,0.91662836
2332.0,2332.0,0.057664324
2333.0,2333.0,0.34441835
2334.0,2334.0,0.4392195
2335.0,2335.0,0.124069236
2336.0,2336.0,0.24623324
2337.0,2337.0,0.70234114
2338.0,2338.0,0.6205878
2339.0,2339.0,0.82250756
2340.0,2340.0,0.46699268
2341.0,2341.0,0.5938565
2342.0,2342.0,0.65231633
2343.0,2343.0,0.64179397
2344.0,2344.0,0.67070943
2345.0,2345.0,0.004185767
2346.0,2346.0,0.09736662
2347.0,2347.0,0.18177542
2348.0,2348.0,0.30714148
2349.0,2349.0,0.041419957
2350.0,2350.0,0.49308866
2351.0,2351.0,0.93838763
2352.0,2352.0,0.35731536
2353.0,2353.0,0.5980986
2354.0,2354.0,0.13700932
2355.0,2355.0,0.10128215
2356.0,2356.0,0.030981787
2357.0,2357.0,0.03966895
2358.0,2358.0,0.55458385
2359.0,2359.0,0.17866342
2360.0,2360.0,0.42406306
2361.0,2361.0,0.096666835
2362.0,2362.0,0.5281723
2363.0,2363.0,0.22828491
2364.0,2364.0,0.4764394
2365.0,2365.0,0.77296203
2366.0,2366.0,0.26823846
2367.0,2367.0,0.7439706
2368.0,2368.0,0.6014996
2369.0,2369.0,0.0846071
2370.0,2370.0,0.6154749
2371.0,2371.0,0.10535924
2372.0,2372.0,0.3843465
2373.0,2373.0,0.61542046
2374.0,2374.0,0.620866
2375.0,2375.0,0.28191808
2376.0,2376.0,0.1644182
2377.0,2377.0,0.641996
2378.0,2378.0,0.41962528
2379.0,2379.0,0.6421327
2380.0,2380.0,0.31098565
2381.0,2381.0,0.85219383
2382.0,2382.0,0.13930514
2383.0,2383.0,0.20422497
2384.0,2384.0,0.72300154
2385.0,2385.0,0.5200725
2386.0,2386.0,0.19851895
2387.0,2387.0,0.26149395
2388.0,2388.0,0.40749812
2389.0,2389.0,0.3797824
2390.0,2390.0,0.5722553
2391.0,2391.0,0.8286615
2392.0,2392.0,0.51733315
2393.0,2393.0,0.051737722
2394.0,2394.0,0.7608589
2395.0,2395.0,0.55781615
2396.0,2396.0,0.3918125
2397.0,2397.0,0.7924785
2398.0,2398.0,0.08671665
2399.0,2399.0,0.2439378
2400.0,2400.0,0.66194695
2401.0,2401.0,0.09978992
2402.0,2402.0,0.017344892
2403.0,2403.0,0.6244892
2404.0,2404.0,0.27158332
2405.0,2405.0,0.037620265
2406.0,2406.0,0.090135925
2407.0,2407.0,0.66321075
2408.0,2408.0,0.12252657
2409.0,2409.0,0.74796695
2410.0,2410.0,0.12689264
2411.0,2411.0,0.5143582
2412.0,2412.0,0.046987843
2413.0,2413.0,0.9697757
2414.0,2414.0,0.4362856
2415.0,2415.0,0.19334988
2416.0,2416.0,0.22373371
2417.0,2417.0,0.7539789
2418.0,2418.0,0.4258152
2419.0,2419.0,0.3134198
2420.0,2420.0,0.48077032
2421.0,2421.0,0.31711808
2422.0,2422.0,0.850373
2423.0,2423.0,0.7789478
2424.0,2424.0,0.048802193
2425.0,2425.0,0.27232453
2426.0,2426.0,0.5492376
2427.0,2427.0,0.2732888
2428.0,2428.0,0.87470055
2429.0,2429.0,0.008315528
2430.0,2430.0,0.12848556
2431.0,2431.0,0.41647035
2432.0,2432.0,0.12542528
2433.0,2433.0,0.20194113
2434.0,2434.0,0.6924874
2435.0,2435.0,0.66776145
2436.0,2436.0,0.729099
2437.0,2437.0,0.0058924495
2438.0,2438.0,0.06698154
2439.0,2439.0,0.24058528
2440.0,2440.0,0.37401804
2441.0,2441.0,0.4899905
2442.0,2442.0,0.101608664
2443.0,2443.0,0.2649446
2444.0,2444.0,0.2768421
2445.0,2445.0,0.79577076
2446.0,2446.0,0.42662328
2447.0,2447.0,0.51164925
2448.0,2448.0,0.8431299
2449.0,2449.0,0.014151185
2450.0,2450.0,0.65719074
2451.0,2451.0,0.025361639
2452.0,2452.0,0.8781947
2453.0,2453.0,0.067307256
2454.0,2454.0,0.41091767
2455.0,2455.0,0.45648217
2456.0,2456.0,0.7333009
2457.0,2457.0,0.26779225
2458.0,2458.0,0.119206466
2459.0,2459.0,0.52145976
2460.0,2460.0,0.39716065
2461.0,2461.0,0.6395926
2462.0,2462.0,0.38897496
2463.0,2463.0,0.9377947
2464.0,2464.0,0.082219906
2465.0,2465.0,0.041390214
2466.0,2466.0,0.19320808
2467.0,2467.0,0.13775297
2468.0,2468.0,0.5284748
2469.0,2469.0,0.5329483
2470.0,2470.0,0.1063859
2471.0,2471.0,0.19950925
2472.0,2472.0,0.70186114
2473.0,2473.0,0.6982566
2474.0,2474.0,0.091915965
2475.0,2475.0,0.8289322
2476.0,2476.0,0.36052147
2477.0,2477.0,0.5137067
2478.0,2478.0,0.93487704
2479.0,2479.0,0.085197665
2480.0,2480.0,0.23966715
2481.0,2481.0,0.86858594
2482.0,2482.0,0.75217754
2483.0,2483.0,0.877207
2484.0,2484.0,0.2649542
2485.0,2485.0,0.08844123
2486.0,2486.0,0.65991926
2487.0,2487.0,0.14192708
2488.0,2488.0,0.5568983
2489.0,2489.0,0.8583018
2490.0,2490.0,0.16355965
2491.0,2491.0,0.6999638
2492.0,2492.0,0.7125663
2493.0,2493.0,0.25449646
2494.0,2494.0,0.029916434
2495.0,2495.0,0.84157336
2496.0,2496.0,0.58796567
2497.0,2497.0,0.1683343
2498.0,2498.0,0.6391437
2499.0,2499.0,0.3991583
2500.0,2500.0,0.44352743
2501.0,2501.0,0.12869479
2502.0,2502.0,0.025972893
2503.0,2503.0,0.00837122
2504.0,2504.0,0.1154641
2505.0,2505.0,0.7512158
2506.0,2506.0,0.6631934
2507.0,2507.0,0.03326825
2508.0,2508.0,0.06102442
2509.0,2509.0,0.43720484
2510.0,2510.0,0.4949659
2511.0,2511.0,0.53808314
2512.0,2512.0,0.6620019
2513.0,2513.0,0.059159894
2514.0,2514.0,0.0057926006
2515.0,2515.0,0.59454954
2516.0,2516.0,0.14902645
2517.0,2517.0,0.2218523
2518.0,2518.0,0.23808567
2519.0,2519.0,0.0392874
2520.0,2520.0,0.11045678
2521.0,2521.0,0.56204665
2522.0,2522.0,0.054256693
2523.0,2523.0,0.07865683
2524.0,2524.0,0.7884025
2525.0,2525.0,0.83456236
2526.0,2526.0,0.5272848
2527.0,2527.0,0.24075355
2528.0,2528.0,0.0125614805
2529.0,2529.0,0.30250424
2530.0,2530.0,0.01226491
2531.0,2531.0,0.56864554
2532.0,2532.0,0.012931847
2533.0,2533.0,0.04765039
2534.0,2534.0,0.13528125
2535.0,2535.0,0.014014424
2536.0,2536.0,0.15962481
2537.0,2537.0,0.67419475
2538.0,2538.0,0.0135191735
2539.0,2539.0,0.37208316
2540.0,2540.0,0.37515765
2541.0,2541.0,0.16972242
2542.0,2542.0,0.28596625
2543.0,2543.0,0.4835494
2544.0,2544.0,0.27394444
2545.0,2545.0,0.34624988
2546.0,2546.0,0.4571798
2547.0,2547.0,0.6015643
2548.0,2548.0,0.24694106
2549.0,2549.0,0.94730926
2550.0,2550.0,0.119650245
2551.0,2551.0,0.21289302
2552.0,2552.0,0.4680873
2553.0,2553.0,0.5253234
2554.0,2554.0,0.18753353
2555.0,2555.0,0.10266915
2556.0,2556.0,0.10431908
2557.0,2557.0,0.016208384
2558.0,2558.0,0.08621005
2559.0,2559.0,0.427674
2560.0,2560.0,0.34672582
2561.0,2561.0,0.03432515
2562.0,2562.0,0.0029349667
2563.0,2563.0,0.5019665
2564.0,2564.0,0.5164132
2565.0,2565.0,0.50930613
2566.0,2566.0,0.14641187
2567.0,2567.0,0.7559405
2568.0,2568.0,0.8732486
2569.0,2569.0,0.01568094
2570.0,2570.0,0.011670039
2571.0,2571.0,0.63345814
2572.0,2572.0,0.32458216
2573.0,2573.0,0.8585292
2574.0,2574.0,0.014380473
2575.0,2575.0,0.10510042
2576.0,2576.0,0.28553575
2577.0,2577.0,0.63482016
2578.0,2578.0,0.4935388
2579.0,2579.0,0.03426932
2580.0,2580.0,0.197625
2581.0,2581.0,0.16913445
2582.0,2582.0,0.24710867
2583.0,2583.0,0.25165582
2584.0,2584.0,0.266251
2585.0,2585.0,0.5796788
2586.0,2586.0,0.5189038
2587.0,2587.0,0.88766885
2588.0,2588.0,0.49794742
2589.0,2589.0,0.16508378
2590.0,2590.0,0.008549108
2591.0,2591.0,0.015116703
2592.0,2592.0,0.52763
2593.0,2593.0,0.07128543
2594.0,2594.0,0.02064489
2595.0,2595.0,0.12661843
2596.0,2596.0,0.7418825
2597.0,2597.0,0.45874578
2598.0,2598.0,0.69434416
2599.0,2599.0,0.025348622
2600.0,2600.0,0.03624477
2601.0,2601.0,0.23137262
2602.0,2602.0,0.053103436
2603.0,2603.0,0.28910664
2604.0,2604.0,0.6721613
2605.0,2605.0,0.7108834
2606.0,2606.0,0.6057049
2607.0,2607.0,0.92544836
2608.0,2608.0,0.23348747
2609.0,2609.0,0.07893801
2610.0,2610.0,0.15394227
2611.0,2611.0,0.075931974
2612.0,2612.0,0.42826667
2613.0,2613.0,0.1272551
2614.0,2614.0,0.7646507
2615.0,2615.0,0.19976228
2616.0,2616.0,0.13338396
2617.0,2617.0,0.0237832
2618.0,2618.0,0.9484159
2619.0,2619.0,0.0764328
2620.0,2620.0,0.1873186
2621.0,2621.0,0.33943707
2622.0,2622.0,0.22047234
2623.0,2623.0,0.077565596
2624.0,2624.0,0.9022737
2625.0,2625.0,0.4525584
2626.0,2626.0,0.2651578
2627.0,2627.0,0.8111181
2628.0,2628.0,0.26217988
2629.0,2629.0,0.6069684
2630.0,2630.0,0.68016255
2631.0,2631.0,0.64722306
2632.0,2632.0,0.42591986
2633.0,2633.0,0.08514472
2634.0,2634.0,0.7575171
2635.0,2635.0,0.2636303
2636.0,2636.0,0.84260184
2637.0,2637.0,0.9832929
2638.0,2638.0,0.1879463
2639.0,2639.0,0.460616
2640.0,2640.0,0.016009357
2641.0,2641.0,0.1671898
2642.0,2642.0,0.011161195
2643.0,2643.0,0.72730064
2644.0,2644.0,0.73883903
2645.0,2645.0,0.4254204
2646.0,2646.0,0.6998723
2647.0,2647.0,0.27279586
2648.0,2648.0,0.10705765
2649.0,2649.0,0.0052301986
2650.0,2650.0,0.4435164
2651.0,2651.0,0.048064426
2652.0,2652.0,0.61834186
2653.0,2653.0,0.27761778
2654.0,2654.0,0.21365692
2655.0,2655.0,0.86200607
2656.0,2656.0,0.1302972
2657.0,2657.0,0.3067873
2658.0,2658.0,0.0066032885
2659.0,2659.0,0.6120049
2660.0,2660.0,0.556665
2661.0,2661.0,0.60939634
2662.0,2662.0,0.12880781
2663.0,2663.0,0.2611201
2664.0,2664.0,0.06474519
2665.0,2665.0,0.035982978
2666.0,2666.0,0.5593487
2667.0,2667.0,0.4255879
2668.0,2668.0,0.7573086
2669.0,2669.0,0.16233158
2670.0,2670.0,0.15948345
2671.0,2671.0,0.0179625
2672.0,2672.0,0.09543262
2673.0,2673.0,0.09360109
2674.0,2674.0,0.4849118
2675.0,2675.0,0.11327582
2676.0,2676.0,0.11350213
2677.0,2677.0,0.52964866
2678.0,2678.0,0.22365357
2679.0,2679.0,0.3621188
2680.0,2680.0,0.29564923
2681.0,2681.0,0.7360883
2682.0,2682.0,0.9157444
2683.0,2683.0,0.64102596
2684.0,2684.0,0.7756349
2685.0,2685.0,0.2280814
2686.0,2686.0,0.90813714
2687.0,2687.0,0.36689937
2688.0,2688.0,0.040710673
2689.0,2689.0,0.02486119
2690.0,2690.0,0.13721451
2691.0,2691.0,0.07352289
2692.0,2692.0,0.29994792
2693.0,2693.0,0.012129042
2694.0,2694.0,0.5179406
2695.0,2695.0,0.057689235
2696.0,2696.0,0.95691353
2697.0,2697.0,0.19170937
2698.0,2698.0,0.02159655
2699.0,2699.0,0.8117086
2700.0,2700.0,0.38092467
2701.0,2701.0,0.532475
2702.0,2702.0,0.133245
2703.0,2703.0,0.14562732
2704.0,2704.0,0.65880805
2705.0,2705.0,0.058762755
2706.0,2706.0,0.7426684
2707.0,2707.0,0.46182907
2708.0,2708.0,0.22360864
2709.0,2709.0,0.30538765
2710.0,2710.0,0.041644305
2711.0,2711.0,0.5291727
2712.0,2712.0,0.58963466
2713.0,2713.0,0.3811439
2714.0,2714.0,0.040433418
2715.0,2715.0,0.71503735
2716.0,2716.0,0.79986835
2717.0,2717.0,0.015215281
2718.0,2718.0,0.2203763
2719.0,2719.0,0.3142511
2720.0,2720.0,0.23541732
2721.0,2721.0,0.21595585
2722.0,2722.0,0.6776111
2723.0,2723.0,0.37924224
2724.0,2724.0,0.59146935
2725.0,2725.0,0.2038796
2726.0,2726.0,0.2915313
2727.0,2727.0,0.01873751
2728.0,2728.0,0.71171576
2729.0,2729.0,0.3105422
2730.0,2730.0,0.08265111
2731.0,2731.0,0.536001
2732.0,2732.0,0.046204254
2733.0,2733.0,0.041114315
2734.0,2734.0,0.4146697
2735.0,2735.0,0.4469114
2736.0,2736.0,0.26320264
2737.0,2737.0,0.05896939
2738.0,2738.0,0.21762697
2739.0,2739.0,0.087462865
2740.0,2740.0,0.055124026
2741.0,2741.0,0.13009985
2742.0,2742.0,0.08066894
2743.0,2743.0,0.835354
2744.0,2744.0,0.51497597
2745.0,2745.0,0.30795944
2746.0,2746.0,0.55479956
2747.0,2747.0,0.00771274
2748.0,2748.0,0.8531553
2749.0,2749.0,0.28249645
2750.0,2750.0,0.08928542
2751.0,2751.0,0.14202844
2752.0,2752.0,0.44578245
2753.0,2753.0,0.039340116
2754.0,2754.0,0.47978914
2755.0,2755.0,0.7779005
2756.0,2756.0,0.066359386
2757.0,2757.0,0.46855053
2758.0,2758.0,0.75662345
2759.0,2759.0,0.5624363
2760.0,2760.0,0.1306919
2761.0,2761.0,0.101633444
2762.0,2762.0,0.6496248
2763.0,2763.0,0.7635964
2764.0,2764.0,0.567435
2765.0,2765.0,0.10366878
2766.0,2766.0,0.5279624
2767.0,2767.0,0.34648058
2768.0,2768.0,0.60972464
2769.0,2769.0,0.5708286
2770.0,2770.0,0.013761411
2771.0,2771.0,0.25462297
2772.0,2772.0,0.21278648
2773.0,2773.0,0.39250126
2774.0,2774.0,0.76900584
2775.0,2775.0,0.123797044
2776.0,2776.0,0.54362893
2777.0,2777.0,0.052378498
2778.0,2778.0,0.64979035
2779.0,2779.0,0.51012385
2780.0,2780.0,0.3375212
2781.0,2781.0,0.11191255
2782.0,2782.0,0.028386636
2783.0,2783.0,0.8051107
2784.0,2784.0,0.3829674
2785.0,2785.0,0.5752473
2786.0,2786.0,0.48446405
2787.0,2787.0,0.60911334
2788.0,2788.0,0.1816114
2789.0,2789.0,0.7582358
2790.0,2790.0,0.13749209
2791.0,2791.0,0.009209278
2792.0,2792.0,0.055696867
2793.0,2793.0,0.24183224
2794.0,2794.0,0.8958451
2795.0,2795.0,0.27175513
2796.0,2796.0,0.36686274
2797.0,2797.0,0.09786831
2798.0,2798.0,0.95361435
2799.0,2799.0,0.13840102
2800.0,2800.0,0.63006216
2801.0,2801.0,0.0795702
2802.0,2802.0,0.64752316
2803.0,2803.0,0.31893218
2804.0,2804.0,0.024041792
2805.0,2805.0,0.054260667
2806.0,2806.0,0.86823934
2807.0,2807.0,0.12701868
2808.0,2808.0,0.032636784
2809.0,2809.0,0.38796052
2810.0,2810.0,0.4199732
2811.0,2811.0,0.6572993
2812.0,2812.0,0.030318549
2813.0,2813.0,0.771856
2814.0,2814.0,0.5129943
2815.0,2815.0,0.17521389
2816.0,2816.0,0.258459
2817.0,2817.0,0.19824259
2818.0,2818.0,0.12225554
2819.0,2819.0,0.21991491
2820.0,2820.0,0.13020167
2821.0,2821.0,0.026439292
2822.0,2822.0,0.10888625
2823.0,2823.0,0.08421769
2824.0,2824.0,0.43449017
2825.0,2825.0,0.53829473
2826.0,2826.0,0.5764479
2827.0,2827.0,0.09423302
2828.0,2828.0,0.24841361
2829.0,2829.0,0.05587367
2830.0,2830.0,0.31315762
2831.0,2831.0,0.44955266
2832.0,2832.0,0.021365957
2833.0,2833.0,0.24294135
2834.0,2834.0,0.2952355
2835.0,2835.0,0.06926665
2836.0,2836.0,0.5894279
2837.0,2837.0,0.79581
2838.0,2838.0,0.7404166
2839.0,2839.0,0.6454914
2840.0,2840.0,0.5658897
2841.0,2841.0,0.5898082
2842.0,2842.0,0.115738556
2843.0,2843.0,0.5973917
2844.0,2844.0,0.36384696
2845.0,2845.0,0.24722987
2846.0,2846.0,0.0037690147
2847.0,2847.0,0.24507768
2848.0,2848.0,0.63410115
2849.0,2849.0,0.022176545
2850.0,2850.0,0.57758677
2851.0,2851.0,0.28183523
2852.0,2852.0,0.3202392
2853.0,2853.0,0.2077575
2854.0,2854.0,0.885755
2855.0,2855.0,0.1881563
2856.0,2856.0,0.38022032
2857.0,2857.0,0.35416204
2858.0,2858.0,0.050929938
2859.0,2859.0,0.29676664
2860.0,2860.0,0.20415099
2861.0,2861.0,0.60519767
2862.0,2862.0,0.065721154
2863.0,2863.0,0.0054063443
2864.0,2864.0,0.47646436
2865.0,2865.0,0.34319142
2866.0,2866.0,0.898313
2867.0,2867.0,0.46844608
2868.0,2868.0,0.38664097
2869.0,2869.0,0.010816731
2870.0,2870.0,0.6865767
2871.0,2871.0,0.3943289
2872.0,2872.0,0.6971763
2873.0,2873.0,0.14506339
2874.0,2874.0,0.44284028
2875.0,2875.0,0.13917466
2876.0,2876.0,0.56051505
2877.0,2877.0,0.28808162
2878.0,2878.0,0.6607115
2879.0,2879.0,0.2216375
2880.0,2880.0,0.40259045
2881.0,2881.0,0.8098792
2882.0,2882.0,0.48061618
2883.0,2883.0,0.6489872
2884.0,2884.0,0.08899542
2885.0,2885.0,0.59332114
2886.0,2886.0,0.6374027
2887.0,2887.0,0.68498135
