Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.0599E-4,55.012516559,0.698658678,0.148528192,0.454545455,0
2.06683E-4,55.260157054,0.699872182,0.147284411,0.454545455,0
2.0719E-4,55.508451729,0.70075699,0.14604063,0.454545455,0
2.08447E-4,55.757952523,0.70293933,0.144796849,0.454545455,0
2.08953E-4,56.008375532,0.703812789,0.143553068,0.454545455,0
2.09735E-4,56.259548901,0.705159564,0.142309287,0.467532468,0
2.11269E-4,56.511998163,0.707781781,0.141065506,0.467532468,0
2.12156E-4,56.766145429,0.709286238,0.139821725,0.467532468,0
2.13539E-4,57.000419825,0.711618261,0.138681592,0.467532468,0
2.14323E-4,57.257211287,0.712932862,0.137437811,0.467532468,0
2.15171E-4,57.514861076,0.714346236,0.13619403,0.467532468,0
2.15749E-4,57.751899451,0.715306436,0.135053897,0.480519481,0
2.16815E-4,58.011413094,0.717067433,0.133810116,0.480519481,0
2.17646E-4,58.250273625,0.718432747,0.132669983,0.480519481,0
2.18547E-4,58.512073382,0.719906636,0.131426202,0.480519481,0
2.19553E-4,58.752977402,0.721543167,0.13028607,0.480519481,0
2.20402E-4,59.017004966,0.722915902,0.129042289,0.493506494,0
2.21546E-4,59.260088869,0.724756414,0.127902156,0.493506494,0
2.22631E-4,59.504329398,0.726489288,0.126762023,0.493506494,0
2.23413E-4,59.771851091,0.727731377,0.125518242,0.519480519,0
2.2488E-4,60.018610388,0.730047438,0.124378109,0.519480519,0
2.25448E-4,60.266325451,0.730940214,0.123237977,0.519480519,0
2.26346E-4,60.514854774,0.732342285,0.122097844,0.519480519,0
2.26986E-4,60.764182847,0.73333897,0.120957711,0.519480519,0
2.28076E-4,61.014531415,0.735025656,0.119817579,0.519480519,0
2.29358E-4,61.266341515,0.736995653,0.118677446,0.519480519,0
2.3036E-4,61.519061468,0.738526688,0.117537313,0.519480519,0
2.31244E-4,61.773088881,0.739868748,0.116397181,0.519480519,0
2.32536E-4,62.005013003,0.741818766,0.115360697,0.519480519,0
2.33102E-4,62.261170625,0.742668373,0.114220564,0.532467532,0
2.33973E-4,62.518152537,0.743970602,0.113080431,0.545454545,0
2.35247E-4,62.752800455,0.745862104,0.112043947,0.545454545,0
2.36803E-4,63.012555684,0.748154659,0.110903814,0.558441558,0
2.37961E-4,63.250002413,0.749846979,0.10986733,0.558441558,0
2.38903E-4,63.512337721,0.751216021,0.108727197,0.571428571,0
2.39864E-4,63.751866936,0.752604849,0.107690713,0.571428571,0
2.4068E-4,64.016243672,0.753776342,0.10655058,0.571428571,0
2.41386E-4,64.257240813,0.754786985,0.105514096,0.571428571,0
2.42677E-4,64.52351913,0.756623406,0.104373964,0.571428571,0
2.43598E-4,64.766715823,0.757925067,0.103337479,0.571428571,0
2.44641E-4,65.010861914,0.759391385,0.102300995,0.571428571,0
2.45609E-4,65.256052741,0.760744196,0.101264511,0.571428571,0
2.46709E-4,65.502225274,0.762271718,0.100228027,0.571428571,0
2.48014E-4,65.774298906,0.764071393,0.099087894,0.571428571,0
2.48886E-4,66.022828109,0.765265905,0.09805141,0.571428571,0
2.49594E-4,66.272190995,0.766231244,0.097014925,0.571428571,0
2.50479E-4,66.522245645,0.767433114,0.095978441,0.584415584,0
2.51412E-4,66.773190354,0.768693515,0.094941957,0.584415584,0
2.52556E-4,67.025106042,0.770228844,0.093905473,0.584415584,0
2.53397E-4,67.252815604,0.771352313,0.092972637,0.584415584,0
2.54252E-4,67.506712408,0.772487426,0.091936153,0.584415584,0
2.54924E-4,67.761246288,0.773376334,0.090899668,0.584415584,0
2.5589E-4,68.016699166,0.77464763,0.089863184,0.584415584,0
2.56644E-4,68.272967822,0.77563492,0.0888267,0.584415584,0
2.58155E-4,68.504626335,0.777599569,0.087893864,0.584415584,0
2.59199E-4,68.763201455,0.778947787,0.08685738,0.584415584,0
2.60766E-4,69.023359915,0.780955734,0.085820896,0.584415584,0
2.62673E-4,69.259087939,0.783374795,0.08488806,0.584415584,0
2.63208E-4,69.522078108,0.784048553,0.083851575,0.584415584,0
2.64042E-4,69.759372266,0.785095059,0.08291874,0.597402597,0
2.64891E-4,70.02390756,0.786155105,0.081882255,0.597402597,0
2.65555E-4,70.262582697,0.786979449,0.08094942,0.597402597,0
2.66508E-4,70.502104777,0.78815807,0.080016584,0.597402597,0
2.67473E-4,70.768996608,0.789345154,0.0789801,0.597402597,0
2.68748E-4,71.010308734,0.790904141,0.078047264,0.597402597,0
2.69684E-4,71.252465258,0.792040935,0.077114428,0.597402597,0
2.71056E-4,71.522973107,0.793695929,0.076077944,0.61038961,0
2.72188E-4,71.767627219,0.79505084,0.075145108,0.623376623,0
2.73121E-4,72.013013113,0.796161806,0.074212272,0.623376623,0
2.74397E-4,72.25943403,0.79767016,0.073279436,0.623376623,0
2.757E-4,72.507185618,0.799199753,0.0723466,0.623376623,0
2.76773E-4,72.755969344,0.800450403,0.071413765,0.623376623,0
2.77831E-4,73.005520951,0.801675686,0.070480929,0.636363636,0
2.79675E-4,73.256474779,0.8037939,0.069548093,0.649350649,0
2.80831E-4,73.508758345,0.805110985,0.068615257,0.649350649,0
2.82425E-4,73.762340956,0.806911689,0.067682421,0.649350649,0
2.84173E-4,74.017644215,0.808866964,0.066749585,0.649350649,0
2.85386E-4,74.273961083,0.810211382,0.06581675,0.649350649,0
2.86249E-4,74.502585013,0.811163462,0.064987562,0.649350649,0
2.87271E-4,74.760783789,0.812284249,0.064054726,0.649350649,0
2.8877E-4,75.020111307,0.813915215,0.063121891,0.649350649,0
2.90701E-4,75.25200031,0.815996096,0.062292703,0.675324675,0
2.92356E-4,75.514401477,0.817760554,0.061359867,0.675324675,0
2.93742E-4,75.778059182,0.819225488,0.060427032,0.688311688,0
2.94915E-4,76.013388829,0.820455883,0.059597844,0.688311688,0
2.96267E-4,76.250040014,0.821864574,0.058768657,0.688311688,0
2.97837E-4,76.517315231,0.823485319,0.057835821,0.688311688,0
2.99083E-4,76.756045981,0.824761889,0.057006633,0.688311688,0
3.01237E-4,77.026041762,0.826946149,0.056073798,0.688311688,0
3.02755E-4,77.267615064,0.828469039,0.05524461,0.701298701,0
3.03694E-4,77.510185085,0.829404238,0.054415423,0.714285714,0
3.05796E-4,77.753740522,0.831479884,0.053586235,0.714285714,0
3.06958E-4,78.029526103,0.8326163,0.0526534,0.714285714,0
3.09058E-4,78.276110813,0.834650743,0.051824212,0.714285714,0
3.10103E-4,78.523705837,0.835653547,0.050995025,0.714285714,0
3.11649E-4,78.772540186,0.8371266,0.050165837,0.714285714,0
3.12649E-4,79.022381146,0.838072394,0.04933665,0.714285714,0
3.13779E-4,79.273105471,0.839133635,0.048507463,0.714285714,0
3.15839E-4,79.524999205,0.841052269,0.047678275,0.714285714,0
3.17666E-4,79.778741471,0.842734026,0.046849088,0.714285714,0
3.19477E-4,80.00183732,0.844384318,0.046123549,0.714285714,0
3.21746E-4,80.258271329,0.84642634,0.045294362,0.727272727,0
3.23897E-4,80.51660982,0.848338621,0.044465174,0.727272727,0
3.26217E-4,80.77681277,0.850373238,0.043635987,0.727272727,0
3.27649E-4,81.005785697,0.851615668,0.042910448,0.727272727,0
3.29426E-4,81.268654391,0.853143422,0.04208126,0.727272727,0
3.31339E-4,81.533023673,0.854770156,0.041252073,0.727272727,0
3.33906E-4,81.765578568,0.856925266,0.040526534,0.727272727,0
3.35818E-4,82.000201871,0.858509229,0.039800995,0.727272727,0
3.37449E-4,82.269625586,0.859846861,0.038971808,0.727272727,0
3.38811E-4,82.506375932,0.860953708,0.038246269,0.727272727,0
3.42007E-4,82.778852545,0.863518066,0.037417081,0.727272727,0
3.43218E-4,83.018604975,0.864476671,0.036691542,0.727272727,0
3.46633E-4,83.260196328,0.867144889,0.035966003,0.727272727,0
3.48454E-4,83.50350225,0.868546606,0.035240464,0.727272727,0
3.50883E-4,83.783383917,0.870392891,0.034411277,0.727272727,0
3.54891E-4,84.030825778,0.873382773,0.033685738,0.727272727,0
3.57004E-4,84.280256775,0.874930894,0.032960199,0.727272727,0
3.60001E-4,84.531513837,0.877095045,0.03223466,0.727272727,0
3.6291E-4,84.784534913,0.879158899,0.031509121,0.727272727,0
3.64426E-4,85.002634336,0.880221301,0.030887231,0.727272727,0
3.67816E-4,85.258868446,0.882562452,0.030161692,0.727272727,0
3.7064E-4,85.517431444,0.884477906,0.029436153,0.74025974,0
3.73457E-4,85.778208091,0.886357776,0.028710614,0.74025974,0
3.77037E-4,86.00384203,0.888702356,0.028088723,0.74025974,0
3.81734E-4,86.270021806,0.891705295,0.027363184,0.74025974,0
3.85197E-4,86.500226756,0.893866892,0.026741294,0.74025974,0
3.88428E-4,86.771084427,0.895845134,0.026015755,0.753246753,0
3.92055E-4,87.005338222,0.898022216,0.025393864,0.753246753,0
3.95799E-4,87.28120719,0.90022146,0.024668325,0.753246753,0
3.97762E-4,87.519450576,0.901355203,0.024046434,0.753246753,0
3.99958E-4,87.759083309,0.902608593,0.023424544,0.766233766,0
4.06275E-4,88.000953642,0.906126107,0.022802653,0.766233766,0
4.09686E-4,88.28677532,0.907972376,0.022077114,0.779220779,0
4.1181E-4,88.533267133,0.90910349,0.021455224,0.779220779,0
4.14042E-4,88.781161148,0.910277512,0.020833333,0.779220779,0
4.17653E-4,89.03104252,0.912144235,0.020211443,0.779220779,0
4.19896E-4,89.28245425,0.913284126,0.019589552,0.792207792,0
4.23308E-4,89.535118083,0.914990218,0.018967662,0.792207792,0
4.27854E-4,89.790553792,0.917211231,0.018345771,0.805194805,0
4.32629E-4,90.005993689,0.919481158,0.017827529,0.805194805,0
4.36165E-4,90.266626337,0.92112218,0.017205638,0.831168831,0
4.38785E-4,90.529197473,0.922316399,0.016583748,0.831168831,0
4.42383E-4,90.793111757,0.923927146,0.015961857,0.844155844,0
4.45596E-4,91.01534731,0.925337469,0.015443615,0.857142857,0
4.50201E-4,91.283840944,0.927312979,0.014821725,0.857142857,0
4.52512E-4,91.50972625,0.928284563,0.014303483,0.857142857,0
4.56075E-4,91.782817354,0.929757041,0.013681592,0.857142857,0
4.59445E-4,92.011780588,0.931122154,0.01316335,0.857142857,0
4.69072E-4,92.290800556,0.934877038,0.012541459,0.857142857,0
4.78561E-4,92.528239121,0.938378081,0.012023217,0.857142857,0
4.81625E-4,92.768190496,0.939467728,0.011504975,0.87012987,0
4.89472E-4,93.011652644,0.942171532,0.010986733,0.883116883,0
4.95666E-4,93.2578781,0.944220003,0.010468491,0.896103896,0
5.06628E-4,93.508723957,0.947669515,0.009950249,0.909090909,0
5.09096E-4,93.763005295,0.948415947,0.009432007,0.935064935,0
5.15088E-4,94.019058287,0.950184826,0.008913765,0.935064935,0
5.17786E-4,94.277484929,0.950961542,0.008395522,0.935064935,0
5.30065E-4,94.540718626,0.954345291,0.00787728,0.935064935,0
5.35347E-4,94.75410661,0.955728338,0.007462687,0.935064935,0
5.41695E-4,95.023681958,0.957334946,0.006944444,0.948051948,0
5.56106E-4,95.298070372,0.960769095,0.006426202,0.948051948,0
5.83045E-4,95.5272496,0.966464852,0.006011609,0.948051948,0
5.94894E-4,95.76387537,0.968700669,0.005597015,0.948051948,0
6.03064E-4,96.004179757,0.970154913,0.005182421,0.948051948,0
6.30209E-4,96.253094281,0.974518628,0.004767828,0.948051948,0
6.3645E-4,96.506227287,0.975427984,0.004353234,0.948051948,0
6.50569E-4,96.763817416,0.977367448,0.00393864,0.948051948,0
