Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
9.32208E-5,18.757255506,0.415479418,0.405717256,0.12987013,0
9.39118E-5,19.000739031,0.417801329,0.403014553,0.12987013,0
9.48045E-5,19.25546765,0.420787344,0.4002079,0.12987013,0
9.5938E-5,19.504001545,0.424556685,0.397505198,0.12987013,0
9.68615E-5,19.754650011,0.427609551,0.394802495,0.12987013,0
9.7602E-5,20.007619139,0.430045851,0.392099792,0.12987013,0
9.86281E-5,20.253169202,0.433404545,0.38950104,0.12987013,0
9.92939E-5,20.500767186,0.435573409,0.386902287,0.12987013,0
1.00287E-4,20.750300172,0.438794213,0.384303534,0.12987013,0
1.00926E-4,21.00181119,0.440853702,0.381704782,0.142857143,0
1.01822E-4,21.255484879,0.443732904,0.379106029,0.142857143,0
1.02775E-4,21.5009847,0.446778063,0.376611227,0.142857143,0
1.03593E-4,21.759053856,0.449377617,0.374012474,0.142857143,0
1.04799E-4,22.009499866,0.453191831,0.371517672,0.142857143,0
1.0556E-4,22.251361386,0.45558142,0.369126819,0.142857143,0
1.06434E-4,22.505680848,0.458316066,0.366632017,0.142857143,0
1.07268E-4,22.751295008,0.460911857,0.364241164,0.142857143,0
1.07773E-4,23.009402981,0.462478542,0.361746362,0.142857143,0
1.08521E-4,23.258137188,0.464788997,0.359355509,0.142857143,0
1.09176E-4,23.508452651,0.466803704,0.356964657,0.142857143,0
1.10015E-4,23.760617134,0.469375525,0.354573805,0.142857143,0
1.11048E-4,24.003885523,0.472522403,0.352286902,0.142857143,0
1.11872E-4,24.260275912,0.475022081,0.34989605,0.142857143,0
1.1282E-4,24.507491008,0.477878945,0.347609148,0.142857143,0
1.13707E-4,24.756715866,0.480539945,0.345322245,0.142857143,0
1.14303E-4,25.007605868,0.482320153,0.343035343,0.142857143,0
1.15075E-4,25.25977643,0.484617062,0.340748441,0.142857143,0
1.15673E-4,25.502112584,0.4863884,0.338565489,0.142857143,0
1.16763E-4,25.757671307,0.48960347,0.336278586,0.142857143,0
1.17889E-4,26.004079451,0.492905349,0.334095634,0.142857143,0
1.18412E-4,26.252222767,0.494430665,0.331912682,0.142857143,0
1.19418E-4,26.502227168,0.497351523,0.32972973,0.155844156,0
1.20086E-4,26.753737912,0.499282172,0.327546778,0.155844156,0
1.20829E-4,27.006880458,0.501418987,0.325363825,0.155844156,0
1.21576E-4,27.261532686,0.503561075,0.323180873,0.155844156,0
1.22177E-4,27.505292292,0.505275755,0.321101871,0.155844156,0
1.22985E-4,27.750538636,0.507573378,0.319022869,0.155844156,0
1.24519E-4,28.010815334,0.511905726,0.316839917,0.155844156,0
1.25324E-4,28.260786229,0.514162952,0.314760915,0.155844156,0
1.26047E-4,28.512142997,0.51618177,0.312681913,0.155844156,0
1.26658E-4,28.752226195,0.5178823,0.310706861,0.155844156,0
1.27456E-4,29.006522679,0.520092131,0.308627859,0.155844156,0
1.28683E-4,29.250030435,0.523473003,0.306652807,0.155844156,0
1.29533E-4,29.50829504,0.525799312,0.304573805,0.155844156,0
1.30185E-4,29.755168097,0.527576364,0.302598753,0.155844156,0
1.30777E-4,30.003101278,0.52918684,0.300623701,0.155844156,0
1.31565E-4,30.252412292,0.531316564,0.298648649,0.168831169,0
1.32481E-4,30.503259532,0.533782942,0.296673597,0.168831169,0
1.33096E-4,30.755423308,0.535434068,0.294698545,0.181818182,0
1.33993E-4,31.009138369,0.537826732,0.292723493,0.181818182,0
1.35011E-4,31.251461351,0.540528616,0.290852391,0.181818182,0
1.35667E-4,31.508578108,0.542263423,0.288877339,0.194805195,0
1.36455E-4,31.75354402,0.544336059,0.287006237,0.194805195,0
1.37246E-4,32.013588521,0.546407095,0.285031185,0.194805195,0
1.38008E-4,32.261269842,0.548393839,0.283160083,0.194805195,0
1.38735E-4,32.510270719,0.550280542,0.281288981,0.207792208,0
1.39463E-4,32.760805972,0.552161084,0.279417879,0.207792208,0
1.40512E-4,33.012927846,0.554858873,0.277546778,0.207792208,0
1.41333E-4,33.252619306,0.556959572,0.275779626,0.207792208,0
1.41927E-4,33.507511517,0.558473275,0.273908524,0.207792208,0
1.42703E-4,33.763823931,0.560443692,0.272037422,0.207792208,0
1.4309E-4,34.006712313,0.561421801,0.27027027,0.207792208,0
1.4419E-4,34.251069984,0.564191147,0.268503119,0.207792208,0
1.45047E-4,34.511377209,0.56633679,0.266632017,0.220779221,0
1.45683E-4,34.758510107,0.567922289,0.264864865,0.220779221,0
1.46512E-4,35.007145536,0.569980426,0.263097713,0.220779221,0
1.47176E-4,35.256790441,0.571622681,0.261330561,0.220779221,0
1.47848E-4,35.507728895,0.57327695,0.25956341,0.220779221,0
1.48746E-4,35.759836067,0.575478908,0.257796258,0.220779221,0
1.49266E-4,36.013213744,0.576750187,0.256029106,0.220779221,0
1.49822E-4,36.25261802,0.578102468,0.254365904,0.233766234,0
1.50736E-4,36.508233738,0.580317664,0.252598753,0.233766234,0
1.51674E-4,36.750284157,0.582579043,0.250935551,0.233766234,0
1.52362E-4,37.008719124,0.584230668,0.249168399,0.233766234,0
1.53332E-4,37.253127125,0.586546112,0.247505198,0.246753247,0
1.54001E-4,37.51429587,0.588137094,0.245738046,0.246753247,0
1.54637E-4,37.761272244,0.589643153,0.244074844,0.246753247,0
1.55018E-4,38.009047406,0.59054322,0.242411642,0.246753247,0
1.56028E-4,38.25783089,0.592917402,0.240748441,0.246753247,0
1.57066E-4,38.50818998,0.595345293,0.239085239,0.25974026,0
1.58405E-4,38.76062594,0.598454594,0.237422037,0.25974026,0
1.59434E-4,39.014890769,0.600826014,0.235758836,0.272727273,0
1.60695E-4,39.254997277,0.603715351,0.234199584,0.272727273,0
1.61227E-4,39.512451188,0.60492886,0.232536383,0.272727273,0
1.61598E-4,39.75464409,0.605771485,0.230977131,0.272727273,0
1.62235E-4,40.01375422,0.607214433,0.229313929,0.272727273,0
1.62856E-4,40.257518405,0.608617721,0.227754678,0.272727273,0
1.63666E-4,40.502382514,0.610439229,0.226195426,0.272727273,0
1.6463E-4,40.765172117,0.612596764,0.224532225,0.272727273,0
1.65674E-4,41.012952808,0.614918723,0.222972973,0.272727273,0
1.66405E-4,41.26220024,0.616536305,0.221413721,0.272727273,0
1.67273E-4,41.512514337,0.618449777,0.21985447,0.272727273,0
1.68314E-4,41.76417464,0.620731867,0.218295218,0.272727273,0
1.6875E-4,42.000158944,0.621681362,0.216839917,0.285714286,0
1.69733E-4,42.254031201,0.6238187,0.215280665,0.298701299,0
1.70411E-4,42.509208354,0.625284592,0.213721414,0.298701299,0
1.7116E-4,42.765370811,0.626897425,0.212162162,0.298701299,0
1.72196E-4,43.005762495,0.629117456,0.210706861,0.311688312,0
1.7308E-4,43.264835374,0.631001379,0.209147609,0.311688312,0
1.73894E-4,43.507804311,0.632727843,0.207692308,0.311688312,0
1.74584E-4,43.751790134,0.634183967,0.206237006,0.311688312,0
1.75421E-4,44.014313748,0.635943904,0.204677755,0.311688312,0
1.76252E-4,44.260506889,0.637682339,0.203222453,0.337662338,0
1.76638E-4,44.507499539,0.638487603,0.201767152,0.337662338,0
1.77642E-4,44.755469081,0.640570815,0.20031185,0.337662338,0
1.78065E-4,45.004469617,0.641445638,0.198856549,0.337662338,0
1.7888E-4,45.254408825,0.643125279,0.197401247,0.337662338,0
1.79507E-4,45.505254578,0.644412589,0.195945946,0.337662338,0
1.80172E-4,45.757169703,0.645771719,0.194490644,0.337662338,0
1.81023E-4,46.010038725,0.647503337,0.193035343,0.337662338,0
1.81751E-4,46.263930035,0.648978288,0.191580042,0.337662338,0
1.8263E-4,46.500746343,0.650752172,0.19022869,0.337662338,0
1.83454E-4,46.757113707,0.652405522,0.188773389,0.337662338,0
1.84554E-4,47.015023531,0.654600072,0.187318087,0.337662338,0
1.85662E-4,47.25561824,0.656798451,0.185966736,0.337662338,0
1.86381E-4,47.516039384,0.658215973,0.184511435,0.337662338,0
1.87233E-4,47.758873388,0.659888953,0.183160083,0.337662338,0
1.8799E-4,48.002819397,0.661369561,0.181808732,0.363636364,0
1.88845E-4,48.266595449,0.663033683,0.18035343,0.376623377,0
1.89921E-4,48.512740647,0.665114169,0.179002079,0.38961039,0
1.90441E-4,48.760084668,0.666116334,0.177650728,0.38961039,0
1.91253E-4,49.008174264,0.667674328,0.176299376,0.38961039,0
1.92027E-4,49.257312138,0.669153345,0.174948025,0.38961039,0
1.93119E-4,49.5077892,0.671227211,0.173596674,0.38961039,0
1.94133E-4,49.759474149,0.673142168,0.172245322,0.402597403,0
1.94751E-4,50.012220982,0.674303447,0.170893971,0.402597403,0
1.95473E-4,50.265926061,0.675654782,0.16954262,0.402597403,0
1.96031E-4,50.500901801,0.676695834,0.168295218,0.402597403,0
1.9667E-4,50.756090213,0.677883727,0.166943867,0.402597403,0
1.98083E-4,51.012689499,0.680494299,0.165592516,0.402597403,0
1.98856E-4,51.250972545,0.681914449,0.164345114,0.402597403,0
1.99761E-4,51.51000326,0.683568872,0.162993763,0.402597403,0
2.00318E-4,51.750050404,0.684582054,0.161746362,0.402597403,0
2.01223E-4,52.011167454,0.68622255,0.16039501,0.402597403,0
2.02217E-4,52.253290069,0.68801388,0.159147609,0.402597403,0
2.0312E-4,52.516697613,0.689631154,0.157796258,0.402597403,0
2.04305E-4,52.761187775,0.691742981,0.156548857,0.428571429,0
2.05654E-4,53.007174569,0.694128755,0.155301455,0.428571429,0
2.062E-4,53.254187553,0.695089904,0.154054054,0.428571429,0
2.07088E-4,53.502066479,0.696644608,0.152806653,0.428571429,0
2.07818E-4,53.751003861,0.697917355,0.151559252,0.428571429,0
2.08605E-4,54.000942396,0.699284918,0.15031185,0.428571429,0
2.09525E-4,54.251915738,0.700873194,0.149064449,0.441558442,0
2.10444E-4,54.503874212,0.702453428,0.147817048,0.441558442,0
2.1122E-4,54.757017988,0.703779287,0.146569647,0.441558442,0
2.12147E-4,55.011155749,0.70535777,0.145322245,0.441558442,0
2.1334E-4,55.266590253,0.70737579,0.144074844,0.441558442,0
2.14388E-4,55.501821926,0.709136001,0.142931393,0.454545455,0
2.15528E-4,55.75959712,0.711040905,0.141683992,0.454545455,0
2.16144E-4,56.018544062,0.712064158,0.14043659,0.454545455,0
2.17017E-4,56.256818902,0.71350864,0.139293139,0.480519481,0
2.18037E-4,56.51772861,0.715186291,0.138045738,0.493506494,0
2.18606E-4,56.757950553,0.716117473,0.136902287,0.493506494,0
2.19216E-4,57.020687052,0.717113874,0.135654886,0.493506494,0
2.20495E-4,57.262675595,0.719190091,0.134511435,0.493506494,0
2.21119E-4,57.505510044,0.720198341,0.133367983,0.493506494,0
2.2173E-4,57.771256879,0.721180373,0.132120582,0.493506494,0
2.22501E-4,58.015647439,0.722417067,0.130977131,0.493506494,0
2.23482E-4,58.260876284,0.723980295,0.12983368,0.493506494,0
2.24432E-4,58.507338388,0.725486328,0.128690229,0.493506494,0
2.25138E-4,58.754552135,0.726601061,0.127546778,0.493506494,0
2.26213E-4,59.002935151,0.728288155,0.126403326,0.506493506,0
2.27189E-4,59.252381773,0.729811692,0.125259875,0.506493506,0
2.28094E-4,59.502868536,0.731217146,0.124116424,0.519480519,0
2.28891E-4,59.754151989,0.732448055,0.122972973,0.532467532,0
2.30402E-4,60.006844428,0.73476645,0.121829522,0.545454545,0
2.31521E-4,60.261132798,0.736469756,0.120686071,0.545454545,0
2.32696E-4,60.516610829,0.738248156,0.11954262,0.545454545,0
2.33204E-4,60.772913717,0.739012346,0.118399168,0.558441558,0
2.34147E-4,61.006530732,0.740425965,0.117359667,0.558441558,0
2.35397E-4,61.264693574,0.742288798,0.116216216,0.558441558,0
2.36357E-4,61.500536338,0.743709908,0.115176715,0.558441558,0
2.37117E-4,61.760984253,0.744829495,0.114033264,0.558441558,0
2.38162E-4,62.022548564,0.746360061,0.112889813,0.558441558,0
2.39081E-4,62.261222123,0.747699342,0.111850312,0.558441558,0
2.39915E-4,62.500659439,0.748908506,0.110810811,0.558441558,0
2.40906E-4,62.765173083,0.750338521,0.10966736,0.558441558,0
2.42116E-4,63.006751823,0.752072798,0.108627859,0.558441558,0
2.43989E-4,63.27412517,0.754732754,0.107484407,0.558441558,0
2.44842E-4,63.51845,0.755935233,0.106444906,0.558441558,0
2.45569E-4,63.763697765,0.756955205,0.105405405,0.571428571,0
2.46475E-4,64.009821588,0.75822028,0.104365904,0.571428571,0
2.47585E-4,64.256900414,0.759761111,0.103326403,0.571428571,0
2.48613E-4,64.505011136,0.76117863,0.102286902,0.571428571,0
2.4956E-4,64.754046826,0.762478479,0.101247401,0.571428571,0
2.50462E-4,65.004226486,0.76370918,0.1002079,0.571428571,0
2.51081E-4,65.255035786,0.764550165,0.099168399,0.571428571,0
2.52158E-4,65.50673386,0.766006747,0.098128898,0.571428571,0
2.53472E-4,65.759393493,0.767770015,0.097089397,0.571428571,0
2.5481E-4,66.013713686,0.769553105,0.096049896,0.571428571,0
2.55754E-4,66.269095066,0.770803324,0.095010395,0.571428571,0
2.57327E-4,66.525728922,0.772870351,0.093970894,0.571428571,0
2.58952E-4,66.758133145,0.774986804,0.093035343,0.571428571,0
2.6074E-4,67.017912034,0.777292671,0.091995842,0.571428571,0
2.61983E-4,67.253223562,0.778881558,0.091060291,0.571428571,0
2.63031E-4,67.515599865,0.780211983,0.09002079,0.571428571,0
2.63744E-4,67.752811362,0.781112853,0.089085239,0.571428571,0
2.65145E-4,68.017297923,0.782871649,0.088045738,0.571428571,0
2.66083E-4,68.256535799,0.784041561,0.087110187,0.571428571,0
2.67363E-4,68.523409264,0.785628254,0.086070686,0.584415584,0
2.69081E-4,68.764779594,0.787738597,0.085135135,0.584415584,0
2.70598E-4,69.007724873,0.789585295,0.084199584,0.597402597,0
2.71732E-4,69.251730529,0.790955777,0.083264033,0.597402597,0
2.72936E-4,69.524267263,0.792400843,0.082224532,0.61038961,0
2.75266E-4,69.771163273,0.795168711,0.081288981,0.61038961,0
2.76241E-4,70.019403602,0.796315393,0.08035343,0.61038961,0
2.7748E-4,70.268614523,0.7977639,0.079417879,0.623376623,0
2.78961E-4,70.519179247,0.799482157,0.078482328,0.623376623,0
2.7973E-4,70.770604887,0.800367451,0.077546778,0.623376623,0
2.81233E-4,71.023059249,0.802088829,0.076611227,0.623376623,0
2.82634E-4,71.276946677,0.80367937,0.075675676,0.623376623,0
2.8382E-4,71.503548135,0.805015959,0.074844075,0.623376623,0
2.85157E-4,71.759698243,0.806512156,0.073908524,0.623376623,0
2.87138E-4,72.017223683,0.808706728,0.072972973,0.636363636,0
2.87957E-4,72.276164006,0.809607891,0.072037422,0.636363636,0
2.89469E-4,72.507216632,0.811258165,0.071205821,0.649350649,0
2.90542E-4,72.768389977,0.812421943,0.07027027,0.649350649,0
2.91653E-4,73.001179235,0.813618206,0.069438669,0.649350649,0
2.93036E-4,73.264255051,0.815096517,0.068503119,0.662337662,0
2.94811E-4,73.52884936,0.816978225,0.067567568,0.662337662,0
2.95527E-4,73.765043666,0.817730699,0.066735967,0.662337662,0
2.96457E-4,74.001793682,0.818705239,0.065904366,0.662337662,0
2.97853E-4,74.269357221,0.820157091,0.064968815,0.662337662,0
2.99696E-4,74.508695018,0.822055886,0.064137214,0.662337662,0
3.01687E-4,74.779370752,0.824084583,0.063201663,0.662337662,0
3.03654E-4,75.021599449,0.826067262,0.062370062,0.662337662,0
3.03868E-4,75.264670858,0.826281457,0.061538462,0.662337662,0
3.04824E-4,75.508106529,0.827234832,0.060706861,0.662337662,0
3.06749E-4,75.752778956,0.829139723,0.05987526,0.662337662,0
3.07934E-4,76.029462399,0.830302358,0.058939709,0.662337662,0
3.10076E-4,76.277018468,0.832383822,0.058108108,0.662337662,0
3.11586E-4,76.5258177,0.833835373,0.057276507,0.662337662,0
3.12981E-4,76.775521262,0.835164503,0.056444906,0.688311688,0
3.1528E-4,77.02701067,0.837333413,0.055613306,0.688311688,0
3.16549E-4,77.279917891,0.83851824,0.054781705,0.688311688,0
3.17474E-4,77.501903124,0.839376003,0.054054054,0.688311688,0
3.18395E-4,77.756318832,0.840225757,0.053222453,0.701298701,0
3.2046E-4,78.012011989,0.842114749,0.052390852,0.701298701,0
3.21789E-4,78.269005556,0.843319404,0.051559252,0.701298701,0
3.22648E-4,78.526811157,0.844092178,0.050727651,0.701298701,0
3.23653E-4,78.753160138,0.844992244,0.05,0.701298701,0
3.2541E-4,79.012834074,0.846553479,0.049168399,0.701298701,0
3.26749E-4,79.273886097,0.847731752,0.048336798,0.701298701,0
3.27472E-4,79.50289639,0.848364809,0.047609148,0.714285714,0
3.28965E-4,79.765773783,0.849663139,0.046777547,0.714285714,0
3.30898E-4,80.029780068,0.851327754,0.045945946,0.714285714,0
3.3213E-4,80.261780359,0.852379534,0.045218295,0.727272727,0
3.33734E-4,80.528172439,0.853737143,0.044386694,0.727272727,0
3.35122E-4,80.762412945,0.854901854,0.043659044,0.727272727,0
3.37158E-4,81.031377509,0.856593704,0.042827443,0.727272727,0
3.39169E-4,81.26828374,0.858244744,0.042099792,0.727272727,0
3.41329E-4,81.506693536,0.859997814,0.041372141,0.727272727,0
3.43873E-4,81.781046825,0.862034148,0.040540541,0.727272727,0
3.46047E-4,82.022610877,0.863751045,0.03981289,0.727272727,0
3.48122E-4,82.265937334,0.86536991,0.039085239,0.727272727,0
3.49649E-4,82.510261924,0.866549259,0.038357588,0.727272727,0
3.51606E-4,82.755926527,0.868044534,0.037629938,0.74025974,0
3.54139E-4,83.003375551,0.869956433,0.036902287,0.74025974,0
3.55898E-4,83.252053651,0.871266825,0.036174636,0.74025974,0
3.58397E-4,83.502076064,0.873106824,0.035446985,0.74025974,0
3.62931E-4,83.754582571,0.876378365,0.034719335,0.753246753,0
3.64927E-4,84.009507312,0.877791387,0.033991684,0.753246753,0
3.67058E-4,84.266032616,0.879282106,0.033264033,0.753246753,0
3.68488E-4,84.523694714,0.880272522,0.032536383,0.779220779,0
3.73309E-4,84.783526169,0.883551116,0.031808732,0.779220779,0
3.74653E-4,85.007951879,0.884449385,0.031185031,0.779220779,0
3.75328E-4,85.270403157,0.884898154,0.03045738,0.779220779,0
3.77496E-4,85.533632728,0.886326212,0.02972973,0.779220779,0
3.79429E-4,85.760890794,0.887585084,0.029106029,0.779220779,0
3.81812E-4,86.027573725,0.889117784,0.028378378,0.779220779,0
3.85317E-4,86.257666785,0.891333962,0.027754678,0.779220779,0
3.90867E-4,86.529472092,0.894752914,0.027027027,0.779220779,0
3.93345E-4,86.765008904,0.896244353,0.026403326,0.792207792,0
3.97592E-4,87.002666869,0.898751605,0.025779626,0.805194805,0
4.0008E-4,87.28221463,0.9001924,0.025051975,0.805194805,0
4.02133E-4,87.522983729,0.901365749,0.024428274,0.805194805,0
4.04447E-4,87.765247244,0.902671362,0.023804574,0.805194805,0
4.07764E-4,88.009417922,0.90451354,0.023180873,0.805194805,0
4.11276E-4,88.255258192,0.906425949,0.022557173,0.805194805,0
4.1336E-4,88.502565724,0.90754215,0.021933472,0.805194805,0
4.17241E-4,88.751994284,0.90958647,0.021309771,0.805194805,0
4.19922E-4,89.003255447,0.910971722,0.020686071,0.805194805,0
4.21672E-4,89.255934247,0.911864774,0.02006237,0.805194805,0
4.25444E-4,89.510046184,0.913758963,0.019438669,0.818181818,0
4.28712E-4,89.766556162,0.915367171,0.018814969,0.818181818,0
4.35402E-4,90.026734472,0.918566674,0.018191268,0.818181818,0
4.40068E-4,90.289702376,0.920726237,0.017567568,0.831168831,0
4.44542E-4,90.510362778,0.922742841,0.017047817,0.831168831,0
4.4548E-4,90.777375883,0.923159167,0.016424116,0.831168831,0
4.47546E-4,91.000938837,0.924068135,0.015904366,0.844155844,0
4.5084E-4,91.270459481,0.925495492,0.015280665,0.857142857,0
4.56967E-4,91.542768279,0.928078785,0.014656965,0.87012987,0
4.60879E-4,91.772086055,0.929681309,0.014137214,0.87012987,0
4.63373E-4,92.003239411,0.930684423,0.013617464,0.87012987,0
4.68889E-4,92.282827363,0.93285226,0.012993763,0.883116883,0
4.70526E-4,92.517678347,0.933482366,0.012474012,0.896103896,0
4.79796E-4,92.755632121,0.936940874,0.011954262,0.896103896,0
4.8257E-4,93.044438768,0.937940454,0.011330561,0.896103896,0
4.88064E-4,93.287649108,0.939873743,0.010810811,0.896103896,0
4.92627E-4,93.532875965,0.941433596,0.01029106,0.896103896,0
5.02766E-4,93.781409658,0.944755936,0.00977131,0.896103896,0
5.28564E-4,94.040202162,0.9523843,0.009251559,0.909090909,0
5.36269E-4,94.253240142,0.954451286,0.008835759,0.909090909,0
5.49802E-4,94.525364977,0.957867116,0.008316008,0.909090909,0
5.60081E-4,94.802923064,0.960289247,0.007796258,0.909090909,0
5.69399E-4,95.029423563,0.96236461,0.007380457,0.922077922,0
5.77809E-4,95.258571151,0.964144241,0.006964657,0.935064935,0
5.8487E-4,95.549444552,0.965573214,0.006444906,0.948051948,0
5.90245E-4,95.784246172,0.9666228,0.006029106,0.948051948,0
6.0825E-4,96.025018226,0.969910917,0.005613306,0.948051948,0
6.24434E-4,96.27252928,0.972589212,0.005197505,0.948051948,0
6.30694E-4,96.524485626,0.973559963,0.004781705,0.948051948,0
6.36016E-4,96.77837452,0.974358196,0.004365904,0.948051948,0
6.49919E-4,97.037140212,0.976331619,0.003950104,0.961038961,0
6.59655E-4,97.299333728,0.977622384,0.003534304,0.961038961,0
